0.161344346962251   0.866850843575898   -0.000000902054003   0.000001221787980	  -0.000000315548408   
0.243951187926914   1.080965388569223   0.000000894247720   -0.000000494781149	  -0.000000401053420   
0.128449705571037   0.943380206751206   -0.000000720179414   0.000001336228818	  -0.000000607561482   
0.209035186024826   1.069354024620807   0.000001030313399   -0.000000569033055	  -0.000000463416387   
0.325423152164668   1.197967767479248   0.000000932253294   -0.000000663503300	  -0.000000270152127   
0.181869408962228   0.963245443608240   -0.000000060646264   0.000000570293962	  -0.000000506457387   
0.223420561148917   1.073352939913702   0.000000963737409   -0.000000529674901	  -0.000000435920781   
0.203844582505670   0.880492512291675   -0.000000572805628   0.000000894484735	  -0.000000318535792   
0.231779920777139   1.178911628784306   0.000001336352676   -0.000001017643956	  -0.000000321385925   
0.188831729872505   1.203347713338508   0.000001636924980   -0.000001342060450	  -0.000000298192312   
0.179802819329695   0.907412196527333   -0.000000589101236   0.000000988398959	  -0.000000395082186   
0.026995661532026   1.124538095977077   0.000004000479010   -0.000003815612292	  -0.000000192725701   
0.175276674811385   1.030542178545555   0.000000873607130   -0.000000302114206	  -0.000000572688497   
0.263654707894691   1.033214754719983   0.000000514229341   -0.000000128080840	  -0.000000386403922   
0.189624952668580   0.912412921591796   -0.000000493819510   0.000000890794561	  -0.000000393178333   
0.260334852030252   1.086335421270013   0.000000842425434   -0.000000466200339	  -0.000000377624223   
0.297587811719709   1.132908266151873   0.000000873623380   -0.000000556077796	  -0.000000318959242   
0.190032132196896   0.906153324767164   -0.000000530398529   0.000000914120862	  -0.000000379951599   
0.180905069645789   0.971959928036087   0.000000045029117   0.000000480491107	  -0.000000522694306   
0.300611370529052   1.069764705253080   0.000000609276480   -0.000000271336878	  -0.000000338617742   
0.258422913799428   1.021733288785762   0.000000450730064   -0.000000057717797	  -0.000000393010067   
0.236503030297667   0.884887623696229   -0.000000407161260   0.000000709871662	  -0.000000300328234   
0.130670922058406   0.930479243334279   -0.000000867648815   0.000001423451975	  -0.000000547657924   
0.238181799789593   1.011572388120094   0.000000419105111   0.000000005102709	  -0.000000423936950   
0.176569465281632   0.935918590057363   -0.000000383672832   0.000000852675117	  -0.000000464735804   
0.111793290942443   1.028239571594265   0.000001604067638   -0.000000737512690	  -0.000000871668583   
0.231379175185652   1.059355699863343   0.000000818480765   -0.000000388478516	  -0.000000431296417   
0.157634327740730   1.047369374710010   0.000001271697067   -0.000000661445787	  -0.000000613552258   
0.186889263842286   1.066555176098925   0.000001185333381   -0.000000678357684	  -0.000000509821904   
0.128182975171174   0.912321356074464   -0.000001075765983   0.000001561138037	  -0.000000477584576   
0.225658696169187   0.907732611020237   -0.000000347888162   0.000000692841800	  -0.000000342334660   
0.195180969766965   0.931393551031053   -0.000000325125711   0.000000750360378	  -0.000000421794433   
0.183204360504174   0.907833147530149   -0.000000563447383   0.000000959290424	  -0.000000391778906   
0.215821180864307   0.855004856427585   -0.000000587292729   0.000000860382542	  -0.000000270472806   
0.215606942296736   1.017335395133067   0.000000527593209   -0.000000058163794	  -0.000000469387417   
0.230045750849461   1.154158664499926   0.000001295142661   -0.000000948860984	  -0.000000349009418   
0.337159035778162   1.206846197106948   0.000000908331548   -0.000000648213271	  -0.000000261434724   
0.260984796511358   1.031654247268953   0.000000511128988   -0.000000121168154	  -0.000000390192077   
0.242364945456127   0.906345506157711   -0.000000295964506   0.000000621616793	  -0.000000323415031   
0.171926256668544   1.035488253421253   0.000000966201355   -0.000000387667355	  -0.000000580202935   
0.174895031929195   0.964336893022251   -0.000000068276716   0.000000598511383	  -0.000000526762989   
0.204848382499526   1.029730375398506   0.000000693537304   -0.000000200579926	  -0.000000493560808   
0.217197076524640   0.921650491700537   -0.000000300984369   0.000000676853153	  -0.000000373095026   
0.247893653674751   0.855369066090946   -0.000000454305859   0.000000711862211	  -0.000000255483343   
0.181208546021657   0.952691257533406   -0.000000185040271   0.000000677968717	  -0.000000489314246   
0.121618047348174   1.116017869678129   0.000002404551807   -0.000001924507232	  -0.000000488367583   
0.215211465255823   1.008129556745596   0.000000438664912   0.000000029730173	  -0.000000467961634   
0.273090500719023   1.202379750001202   0.000001152901961   -0.000000868692141	  -0.000000286193963   
0.184200049978027   0.861690118999406   -0.000000747148299   0.000001046427618	  -0.000000295864530   
0.173373505689151   0.891926194891225   -0.000000721387814   0.000001092174627	  -0.000000366460330   
0.236202182632855   1.005543561655406   0.000000373779256   0.000000052212824	  -0.000000425526799   
0.295335910470072   0.989937287472839   0.000000212098368   0.000000123014910	  -0.000000334549796   
0.180317528313547   0.982512264209338   0.000000183014869   0.000000357683424	  -0.000000538437343   
